"","plant_id","transition","size_t0","size_t1","leaf_length_t0","leaf_length_t1","leaf_width_t0","leaf_width_t1","no_fl","fl_stem_height","fl_infl_height","SL","surv","years","site","pr_fl"
"2301",53,2,5,5,5,6.8,0.6,0.4,3,14.5,0.6,0,1,"2019 - 2020","Bad Lauchstädt",1
"2321",68,2,8,33,8.5,12,0.8,1.2,9,17.4,0.7,1,1,"2019 - 2020","Bad Lauchstädt",1
"2331",59,2,8,5,7,15,0.8,1.1,3,17,0.8,1,1,"2019 - 2020","Bad Lauchstädt",1
"2341",61,2,4,5,9,10.2,0.8,0.9,4,31.5,2,1,1,"2019 - 2020","Bad Lauchstädt",1
"2351",60,2,10,4,10,12.9,1.9,1.1,4,24,1.2,1,1,"2019 - 2020","Bad Lauchstädt",1
"2371",62,2,4,3,5.2,11.3,0.7,1.3,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2381",63,2,10,5,10.5,15.2,1.3,0.9,4,19.5,1.4,1,1,"2019 - 2020","Bad Lauchstädt",1
"2391",65,2,7,8,9,16.1,1.4,1.4,3,11.5,1,1,1,"2019 - 2020","Bad Lauchstädt",1
"2401",71,2,8,7,6,9.5,0.4,1.2,3,19.9,1.1,1,1,"2019 - 2020","Bad Lauchstädt",1
"2421",72,2,6,NA,7,NA,0.6,NA,3,10.7,0.5,1,0,"2019 - 2020","Bad Lauchstädt",1
"2431",60,2,9,4,6,12.9,1.7,1.1,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2441",76,2,13,32,10,13,0.8,1.2,6,26.4,2,0,1,"2019 - 2020","Bad Lauchstädt",1
"2451",77,2,4,15,6,20.5,0.8,2.6,0,NA,NA,0,1,"2019 - 2020","Bad Lauchstädt",0
"2471",130,2,12,NA,8,NA,1,NA,10,18.5,1.5,0,0,"2019 - 2020","Bad Lauchstädt",1
"2491",79,2,16,30,7,10,0.5,1.5,0,NA,NA,0,1,"2019 - 2020","Bad Lauchstädt",0
"2501",84,2,8,8,5.5,7,0.9,1,2,13,0.4,0,1,"2019 - 2020","Bad Lauchstädt",1
"2511",84,2,3,8,9.6,7,1.1,1,0,NA,NA,0,1,"2019 - 2020","Bad Lauchstädt",0
"2521",85,2,4,3,8.5,11,1.4,1.2,2,15,1,0,1,"2019 - 2020","Bad Lauchstädt",1
"2531",86,2,5,NA,10,NA,0.9,NA,1,8.5,0.7,0,0,"2019 - 2020","Bad Lauchstädt",1
"2541",86,2,3,NA,7.5,NA,0.9,NA,1,10.3,1.2,0,0,"2019 - 2020","Bad Lauchstädt",1
"2551",90,2,1,7,4.8,9.5,1.1,1.1,1,17,0.7,0,1,"2019 - 2020","Bad Lauchstädt",1
"2561",90,2,5,7,9,9.5,1.5,1.1,3,20,1.5,0,1,"2019 - 2020","Bad Lauchstädt",1
"2581",94,2,5,5,8.2,5,0.2,0.8,1,16.6,0.7,1,1,"2019 - 2020","Bad Lauchstädt",1
"2591",93,2,1,10,7,11,0.6,0.9,2,15.9,0.9,1,1,"2019 - 2020","Bad Lauchstädt",1
"2601",92,2,5,3,6,10.5,0.3,1,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2611",96,2,2,4,6.5,9,0.6,0.7,2,16.5,0.6,1,1,"2019 - 2020","Bad Lauchstädt",1
"2621",91,2,4,2,5,4,0.7,0.8,3,7,0.5,1,1,"2019 - 2020","Bad Lauchstädt",1
"2631",91,2,3,2,2,4,0.4,0.8,0,0,0,1,1,"2019 - 2020","Bad Lauchstädt",0
"2641",91,2,NA,2,NA,4,NA,0.8,0,NA,NA,1,0,"2019 - 2020","Bad Lauchstädt",0
"2651",91,2,NA,2,NA,4,NA,0.8,0,NA,NA,1,0,"2019 - 2020","Bad Lauchstädt",0
"2671",97,2,5,5,6,6.5,0.7,0.9,2,14,0.6,1,1,"2019 - 2020","Bad Lauchstädt",1
"2691",101,2,NA,5,NA,6,NA,0.8,0,NA,NA,1,0,"2019 - 2020","Bad Lauchstädt",0
"2701",2080,2,6,5,4,7,0.4,0.8,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2711",100,2,4,3,9.6,7,1.2,0.7,3,19.5,1.1,1,1,"2019 - 2020","Bad Lauchstädt",1
"2721",111,2,7,4,7.6,7,0.9,0.7,3,9.3,0.8,1,1,"2019 - 2020","Bad Lauchstädt",1
"2731",109,2,6,2,7,6,0.8,0.8,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2741",109,2,12,2,6.5,6,0.7,0.8,3,11.2,0.5,1,1,"2019 - 2020","Bad Lauchstädt",1
"2751",88,2,10,3,6.7,10,0.7,0.6,5,16,0.9,1,1,"2019 - 2020","Bad Lauchstädt",1
"2771",103,2,6,NA,5.5,NA,0.6,NA,1,11.6,0.6,1,0,"2019 - 2020","Bad Lauchstädt",1
"2781",106,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,"2019 - 2020","Bad Lauchstädt",0
"2791",104,2,9,7,6,12,0.8,1.4,2,19.5,1.2,1,1,"2019 - 2020","Bad Lauchstädt",1
"2801",107,2,6,4,8,7.5,1.2,0.6,2,5.5,0.5,1,1,"2019 - 2020","Bad Lauchstädt",1
"2811",108,2,5,5,5,7,0.4,0.5,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2821",98,2,6,6,6,5.5,0.4,0.6,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2831",103,2,5,NA,5.6,NA,0.5,NA,0,NA,NA,1,0,"2019 - 2020","Bad Lauchstädt",0
"2841",99,2,6,5,6.7,12,0.7,0.9,2,13.5,0.8,1,1,"2019 - 2020","Bad Lauchstädt",1
"2851",117,2,7,6,8,6.5,0.9,1,2,22.9,0.7,1,1,"2019 - 2020","Bad Lauchstädt",1
"2861",119,2,4,3,3.5,4,0.4,0.5,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2871",118,2,7,5,6,3,0.6,0.7,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2901",113,2,4,3,2.5,7,0.3,0.5,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2931",98,2,5,6,0.7,5.5,0.4,0.6,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2941",119,2,5,3,1.1,4,0.1,0.5,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2951",100,2,5,3,8.5,7,1.2,0.7,3,17.8,0.7,1,1,"2019 - 2020","Bad Lauchstädt",1
"2961",100,2,4,3,3.5,7,0.8,0.7,0,NA,NA,1,1,"2019 - 2020","Bad Lauchstädt",0
"2971",142,1,NA,1,NA,3,NA,0.5,0,NA,NA,2,0,"2018 - 2019","Bad Lauchstädt",0
"2981",143,1,NA,1,NA,2,NA,0.5,0,NA,NA,2,0,"2018 - 2019","Bad Lauchstädt",0
"2991",144,1,NA,2,NA,3.5,NA,0.5,0,NA,NA,2,0,"2018 - 2019","Bad Lauchstädt",0
"3001",145,1,NA,2,NA,2.5,NA,0.5,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3011",146,1,NA,13,NA,9,NA,1.2,1,NA,NA,1,0,"2018 - 2019","Bad Lauchstädt",1
"3021",147,1,NA,3,NA,3,NA,0.5,0,NA,NA,1,0,"2018 - 2019","Bad Lauchstädt",0
"3031",148,1,NA,4,NA,3.4,NA,0.4,1,NA,NA,1,0,"2018 - 2019","Bad Lauchstädt",1
"3041",149,1,NA,5,NA,16.5,NA,0.9,0,NA,NA,1,0,"2018 - 2019","Bad Lauchstädt",0
"3051",149,1,NA,5,NA,19.9,NA,1.2,1,NA,NA,1,0,"2018 - 2019","Bad Lauchstädt",1
"3061",149,1,NA,3,NA,12.1,NA,0.6,0,NA,NA,1,0,"2018 - 2019","Bad Lauchstädt",0
"3071",150,1,NA,4,NA,7.5,NA,0.7,0,NA,NA,12,0,"2018 - 2019","Bad Lauchstädt",0
"3081",151,1,NA,4,NA,9.5,NA,1,0,NA,NA,12,0,"2018 - 2019","Bad Lauchstädt",0
"3091",151,1,NA,3,NA,2.7,NA,0.4,1,NA,NA,12,0,"2018 - 2019","Bad Lauchstädt",1
"3101",152,1,NA,3,NA,6.9,NA,0.8,0,NA,NA,12,0,"2018 - 2019","Bad Lauchstädt",0
"3111",153,1,NA,4,NA,8,NA,0.8,0,NA,NA,12,0,"2018 - 2019","Bad Lauchstädt",0
"3121",154,1,NA,4,NA,7.4,NA,0.5,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3131",155,1,NA,4,NA,6.2,NA,0.4,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3141",159,1,NA,4,NA,7.9,NA,0.9,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3151",161,1,NA,3,NA,5.9,NA,0.4,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3161",163,1,NA,3,NA,3.4,NA,0.4,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3171",165,1,NA,5,NA,2.4,NA,0.3,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3181",166,1,NA,4,NA,6.2,NA,0.8,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3191",167,1,NA,3,NA,5.7,NA,0.4,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"3201",168,1,NA,3,NA,13.5,NA,0.7,2,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",1
"3211",168,1,NA,4,NA,12.6,NA,0.9,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3221",168,1,NA,4,NA,9,NA,0.8,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3231",168,1,NA,7,NA,14,NA,1.2,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3241",168,1,NA,3,NA,8.2,NA,0.4,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3251",168,1,NA,3,NA,11,NA,0.6,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3261",171,1,NA,3,NA,8,NA,0.6,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3271",172,1,NA,3,NA,11,NA,0.8,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"3281",156,1,NA,3,NA,11.5,NA,0.8,0,NA,NA,24,0,"2018 - 2019","Bad Lauchstädt",0
"3291",157,1,NA,3,NA,3.5,NA,0.5,0,NA,NA,24,0,"2018 - 2019","Bad Lauchstädt",0
"330",158,1,NA,2,NA,2,NA,0.4,2,NA,NA,24,0,"2018 - 2019","Bad Lauchstädt",1
"331",160,1,NA,5,NA,13,NA,1,1,NA,NA,24,0,"2018 - 2019","Bad Lauchstädt",1
"332",160,1,NA,6,NA,9,NA,0.9,0,NA,NA,24,0,"2018 - 2019","Bad Lauchstädt",0
"333",162,1,NA,2,NA,6,NA,0.6,0,NA,NA,24,0,"2018 - 2019","Bad Lauchstädt",0
"337",142,3,1,NA,3,NA,0.5,NA,0,0,0,2,0,"2020 - 2021","Bad Lauchstädt",0
"338",143,3,1,NA,2,NA,0.5,NA,0,0,0,2,0,"2020 - 2021","Bad Lauchstädt",0
"339",144,3,2,10,3.5,85,0.5,13,0,0,0,2,1,"2020 - 2021","Bad Lauchstädt",0
"340",24,3,3,NA,3.5,NA,0.7,NA,0,0,0,9,0,"2020 - 2021","Bad Lauchstädt",0
"341",145,3,2,5,2.5,91,0.5,8,0,0,0,9,1,"2020 - 2021","Bad Lauchstädt",0
"342",29,3,5,11,9,128,1.2,15,0,0,0,1,1,"2020 - 2021","Bad Lauchstädt",0
"343",33,3,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,"2020 - 2021","Bad Lauchstädt",0
"344",29,3,6,11,8.5,128,1.2,15,0,0,0,1,1,"2020 - 2021","Bad Lauchstädt",0
"345",146,3,13,10,9,100,1.2,12,1,6,0.5,1,1,"2020 - 2021","Bad Lauchstädt",1
"346",35,3,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,"2020 - 2021","Bad Lauchstädt",0
"347",39,3,24,14,12.7,77,1,10,3,20.5,0.9,1,1,"2020 - 2021","Bad Lauchstädt",1
"348",54,3,5,5,6.4,80,0.6,12,0,NA,NA,1,1,"2020 - 2021","Bad Lauchstädt",0
"349",129,3,5,NA,4.5,NA,6,NA,3,17.2,0.7,1,0,"2020 - 2021","Bad Lauchstädt",1
"350",9,3,5,NA,8.5,NA,0.5,NA,1,6,NA,1,0,"2020 - 2021","Bad Lauchstädt",1
"351",34,3,4,NA,14.7,NA,1.3,NA,0,NA,NA,1,0,"2020 - 2021","Bad Lauchstädt",0
"352",9,3,8,NA,0.5,NA,0.2,NA,0,0,0,1,0,"2020 - 2021","Bad Lauchstädt",0
"353",120,3,6,7,8.5,114,1.1,13,0,0,0,1,1,"2020 - 2021","Bad Lauchstädt",0
"354",121,3,10,14,5,104,1.1,14,2,22,0.7,1,1,"2020 - 2021","Bad Lauchstädt",1
"355",122,3,5,15,7,115,0.8,16,1,15.5,1,1,1,"2020 - 2021","Bad Lauchstädt",1
"356",128,3,7,13,8,93,1.2,10,1,12,0.6,1,1,"2020 - 2021","Bad Lauchstädt",1
"357",147,3,3,NA,3,NA,0.5,NA,0,0,0,1,0,"2020 - 2021","Bad Lauchstädt",0
"358",148,3,4,5,3.4,75,0.4,11,1,6.1,0,1,1,"2020 - 2021","Bad Lauchstädt",1
"359",149,3,5,4,16.5,107,0.9,8,0,0,0,1,1,"2020 - 2021","Bad Lauchstädt",0
"360",149,3,5,4,19.9,107,1.2,8,1,8.8,NA,1,1,"2020 - 2021","Bad Lauchstädt",1
"361",149,3,3,4,12.1,107,0.6,8,0,NA,NA,1,1,"2020 - 2021","Bad Lauchstädt",0
"362",120,3,5,7,9.5,114,1,13,1,2.2,0.2,1,1,"2020 - 2021","Bad Lauchstädt",1
"363",128,3,8,13,6.4,93,1,10,0,0,NA,1,1,"2020 - 2021","Bad Lauchstädt",0
"364",55,3,9,NA,8.2,NA,1,NA,0,0,0,1,0,"2020 - 2021","Bad Lauchstädt",0
"365",64,3,6,5,19.1,107,2.2,10,1,9,0.9,12,1,"2020 - 2021","Bad Lauchstädt",1
"366",67,3,7,4,13.5,90,1.2,6,0,0,0,12,1,"2020 - 2021","Bad Lauchstädt",0
"367",69,3,NA,7,NA,85,NA,15,0,NA,NA,12,0,"2020 - 2021","Bad Lauchstädt",0
"368",44,3,3,4,9.3,70,0.9,6,0,0,0,12,1,"2020 - 2021","Bad Lauchstädt",0
"369",49,3,6,NA,10,NA,1.2,NA,2,18.8,1,12,0,"2020 - 2021","Bad Lauchstädt",1
"370",70,3,4,18,11.4,116,1,16,0,0,0,12,1,"2020 - 2021","Bad Lauchstädt",0
"371",127,3,5,6,11,70,1,7,1,11.8,0.9,12,1,"2020 - 2021","Bad Lauchstädt",1
"372",64,3,5,5,15.5,107,1,10,0,0,0,12,1,"2020 - 2021","Bad Lauchstädt",0
"373",150,3,4,NA,7.5,NA,0.7,NA,0,0,0,12,0,"2020 - 2021","Bad Lauchstädt",0
"374",151,3,4,5,9.5,54,1,6,0,0,0,12,1,"2020 - 2021","Bad Lauchstädt",0
"375",151,3,3,5,2.7,54,0.4,6,1,0.8,0.7,12,1,"2020 - 2021","Bad Lauchstädt",1
"376",70,3,6,18,12.3,116,1.2,16,1,0.5,0.5,12,1,"2020 - 2021","Bad Lauchstädt",1
"377",152,3,3,4,6.9,80,0.8,6,0,0,0,12,1,"2020 - 2021","Bad Lauchstädt",0
"378",153,3,4,5,8,90,0.8,14,0,0,0,12,1,"2020 - 2021","Bad Lauchstädt",0
"379",81,3,5,NA,8.2,NA,0.8,NA,0,0,0,13,0,"2020 - 2021","Bad Lauchstädt",0
"380",82,3,4,4,13.4,100,1.6,12,2,19.2,0.9,13,1,"2020 - 2021","Bad Lauchstädt",1
"381",51,3,NA,NA,NA,NA,NA,NA,0,NA,NA,13,0,"2020 - 2021","Bad Lauchstädt",0
"382",50,3,9,6,10.2,80,1.6,12,1,6,0.5,13,1,"2020 - 2021","Bad Lauchstädt",1
"383",48,3,8,NA,12.4,NA,1.3,NA,0,0,0,13,0,"2020 - 2021","Bad Lauchstädt",0
"384",48,3,6,NA,8.3,NA,1,NA,0,0,0,13,0,"2020 - 2021","Bad Lauchstädt",0
"385",52,3,16,16,9.2,100,1,12,1,16.8,0.7,13,1,"2020 - 2021","Bad Lauchstädt",1
"386",75,3,4,3,1.2,80,0.2,5,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"387",56,3,47,91,19.8,198,2.1,22,13,32.6,1.8,13,1,"2020 - 2021","Bad Lauchstädt",1
"388",53,3,4,NA,2.5,NA,0.4,NA,0,0,0,13,0,"2020 - 2021","Bad Lauchstädt",0
"389",53,3,5,NA,6.8,NA,0.4,NA,1,5.3,0.3,13,0,"2020 - 2021","Bad Lauchstädt",1
"390",81,3,3,NA,5.5,NA,0.4,NA,0,0,0,13,0,"2020 - 2021","Bad Lauchstädt",0
"391",154,3,4,NA,7.4,NA,0.5,NA,0,0,0,13,0,"2020 - 2021","Bad Lauchstädt",0
"392",50,3,5,6,9.3,80,1,12,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"393",50,3,5,6,11,80,1.3,12,2,16.5,1,13,1,"2020 - 2021","Bad Lauchstädt",1
"394",155,3,4,NA,6.2,NA,0.4,NA,0,0,0,13,0,"2020 - 2021","Bad Lauchstädt",0
"395",159,3,4,5,7.9,85,0.9,15,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"396",161,3,3,5,5.9,100,0.4,6,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"397",163,3,3,3,3.4,85,0.4,7,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"398",165,3,5,6,2.4,95,0.3,7,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"399",166,3,4,11,6.2,100,0.8,10,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"400",167,3,3,4,5.7,70,0.4,4,0,0,0,13,1,"2020 - 2021","Bad Lauchstädt",0
"401",68,3,33,10,12,90,1.2,8,4,24,1.4,9,1,"2020 - 2021","Bad Lauchstädt",1
"402",59,3,4,NA,12.2,NA,0.9,NA,1,13,0.7,9,0,"2020 - 2021","Bad Lauchstädt",1
"403",61,3,5,NA,10.2,NA,0.9,NA,1,26,1,9,0,"2020 - 2021","Bad Lauchstädt",1
"404",60,3,5,8,18.7,85,1.4,10,1,25.4,1.4,9,1,"2020 - 2021","Bad Lauchstädt",1
"405",62,3,3,10,11.3,125,1.3,20,1,14.6,0.5,9,1,"2020 - 2021","Bad Lauchstädt",1
"406",63,3,5,NA,18.5,NA,1,NA,1,22.5,0.7,9,0,"2020 - 2021","Bad Lauchstädt",1
"407",65,3,8,NA,16.1,NA,1.4,NA,0,0,0,9,0,"2020 - 2021","Bad Lauchstädt",0
"408",71,3,7,5,9.5,110,1.2,10,0,0,0,9,1,"2020 - 2021","Bad Lauchstädt",0
"409",72,3,NA,NA,NA,NA,NA,NA,0,NA,NA,9,0,"2020 - 2021","Bad Lauchstädt",0
"410",60,3,3,8,12.1,85,0.9,10,1,2.6,0.5,9,1,"2020 - 2021","Bad Lauchstädt",1
"411",59,3,5,NA,15,NA,1.1,NA,1,21,0.6,9,0,"2020 - 2021","Bad Lauchstädt",1
"412",60,3,7,8,12.5,85,0.7,10,1,3.5,0.6,9,1,"2020 - 2021","Bad Lauchstädt",1
"413",63,3,5,NA,15.2,NA,0.9,NA,1,2,0.7,9,0,"2020 - 2021","Bad Lauchstädt",1
"414",60,3,4,8,12.9,85,1.1,10,1,4.7,0.6,9,1,"2020 - 2021","Bad Lauchstädt",1
"415",168,3,3,NA,13.5,NA,0.7,NA,2,32.3,1.5,9,0,"2020 - 2021","Bad Lauchstädt",1
"416",168,3,4,NA,12.6,NA,0.9,NA,0,0,0,9,0,"2020 - 2021","Bad Lauchstädt",0
"417",168,3,4,NA,9,NA,0.8,NA,0,0,0,9,0,"2020 - 2021","Bad Lauchstädt",0
"418",168,3,7,NA,14,NA,1.2,NA,0,0,0,9,0,"2020 - 2021","Bad Lauchstädt",0
"419",168,3,3,NA,8.2,NA,0.4,NA,0,0,0,9,0,"2020 - 2021","Bad Lauchstädt",0
"420",168,3,3,NA,11,NA,0.6,NA,0,0,0,9,0,"2020 - 2021","Bad Lauchstädt",0
"421",76,3,32,6,13,70,1.2,6,12,24.5,1.2,9,1,"2020 - 2021","Bad Lauchstädt",1
"422",77,3,15,NA,20.5,NA,2.6,NA,3,22,1.5,9,0,"2020 - 2021","Bad Lauchstädt",1
"423",130,3,NA,5,NA,150,NA,7,0,NA,NA,9,0,"2020 - 2021","Bad Lauchstädt",0
"424",79,3,30,30,10,155,1.5,20,17,32,2.5,9,1,"2020 - 2021","Bad Lauchstädt",1
"425",84,3,6,4,9.5,90,1,7,2,28,1.3,9,1,"2020 - 2021","Bad Lauchstädt",1
"426",84,3,8,4,7,90,1,7,2,13,0.7,9,1,"2020 - 2021","Bad Lauchstädt",1
"427",85,3,3,5,11,80,1.2,17,0,0,0,9,1,"2020 - 2021","Bad Lauchstädt",0
"428",86,3,NA,3,NA,50,NA,5,0,NA,NA,9,0,"2020 - 2021","Bad Lauchstädt",0
"429",86,3,NA,3,NA,50,NA,5,0,NA,NA,9,0,"2020 - 2021","Bad Lauchstädt",0
"430",90,3,4,NA,10.5,NA,1.2,NA,3,32.5,1,9,0,"2020 - 2021","Bad Lauchstädt",1
"431",90,3,3,NA,10,NA,1,NA,2,30,1,9,0,"2020 - 2021","Bad Lauchstädt",1
"432",90,3,7,NA,9.5,NA,1.1,NA,4,23,0.8,9,0,"2020 - 2021","Bad Lauchstädt",1
"433",171,3,3,7,8,100,0.6,10,0,0,0,9,1,"2020 - 2021","Bad Lauchstädt",0
"434",172,3,3,5,11,110,0.8,10,0,0,0,9,1,"2020 - 2021","Bad Lauchstädt",0
"435",94,3,5,2,5,75,0.8,4,3,36,1.3,24,1,"2020 - 2021","Bad Lauchstädt",1
"436",93,3,10,5,11,120,0.9,11,3,39.5,2,24,1,"2020 - 2021","Bad Lauchstädt",1
"437",92,3,4,4,12,10,1,11,3,31,1,24,1,"2020 - 2021","Bad Lauchstädt",1
"438",92,3,3,4,10.5,10,1,11,2,6.5,0.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"439",96,3,4,4,9,99,0.7,10,0,0,NA,24,1,"2020 - 2021","Bad Lauchstädt",0
"440",91,3,2,NA,3.5,NA,0.5,NA,0,0,NA,24,0,"2020 - 2021","Bad Lauchstädt",0
"441",91,3,2,NA,4,NA,0.8,NA,0,0,NA,24,0,"2020 - 2021","Bad Lauchstädt",0
"442",97,3,5,NA,6.5,NA,0.9,NA,3,20,1,24,0,"2020 - 2021","Bad Lauchstädt",1
"443",101,3,5,NA,6,NA,0.8,NA,1,5,0.5,24,0,"2020 - 2021","Bad Lauchstädt",1
"444",2080,3,5,4,7,75,0.8,9,3,12,0.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"445",100,3,7,5,10,70,1,8,3,21,1.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"446",111,3,3,8,5.5,102,0.6,15,1,18,1,24,1,"2020 - 2021","Bad Lauchstädt",1
"447",111,3,NA,8,NA,102,NA,15,0,NA,NA,24,0,"2020 - 2021","Bad Lauchstädt",0
"448",109,3,4,8,11.5,40,1.4,5,3,29,1.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"449",109,3,4,8,11,40,1.5,5,3,24.5,1.3,24,1,"2020 - 2021","Bad Lauchstädt",1
"450",88,3,3,NA,8,NA,0.6,NA,1,3.5,0.5,24,0,"2020 - 2021","Bad Lauchstädt",1
"452",103,3,3,7,3.5,82,0.6,12,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"453",104,3,7,NA,12,NA,1.4,NA,3,32,1.6,24,0,"2020 - 2021","Bad Lauchstädt",1
"454",107,3,4,3,7.5,60,0.6,4,1,1,0.3,24,1,"2020 - 2021","Bad Lauchstädt",1
"455",108,3,4,5,3.5,70,0.5,8,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"456",98,3,5,4,6,65,0.6,7,2,22,0.8,24,1,"2020 - 2021","Bad Lauchstädt",1
"457",103,3,NA,7,NA,82,NA,12,0,NA,NA,24,0,"2020 - 2021","Bad Lauchstädt",0
"458",99,3,5,11,12,102,0.9,11,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"459",117,3,11,6,7.5,103,1,17,4,31,1.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"460",119,3,4,NA,6,NA,0.8,NA,4,10.5,0.6,24,0,"2020 - 2021","Bad Lauchstädt",1
"461",118,3,7,4,7,85,0.8,10,5,20,1.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"462",113,3,3,NA,7,NA,0.5,NA,0,0,0,24,0,"2020 - 2021","Bad Lauchstädt",0
"463",98,3,6,4,5.5,65,0.6,7,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"464",119,3,3,NA,4,NA,0.5,NA,0,0,0,24,0,"2020 - 2021","Bad Lauchstädt",0
"465",100,3,4,5,8,70,1,8,2,22,1,24,1,"2020 - 2021","Bad Lauchstädt",1
"466",100,3,3,5,7,70,0.7,8,3,30,1.3,24,1,"2020 - 2021","Bad Lauchstädt",1
"467",111,3,4,8,7,102,0.7,15,4,33,2,24,1,"2020 - 2021","Bad Lauchstädt",1
"468",109,3,4,8,12,40,1.2,5,3,26,1.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"469",109,3,2,8,6,40,0.8,5,1,11,0.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"470",88,3,3,NA,10,NA,0.6,NA,1,27,1.5,24,0,"2020 - 2021","Bad Lauchstädt",1
"471",108,3,5,5,7,70,0.5,8,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"472",117,3,6,6,6.5,103,1,17,3,13,0.7,24,1,"2020 - 2021","Bad Lauchstädt",1
"473",118,3,5,4,3,85,0.7,10,2,8.5,0.5,24,1,"2020 - 2021","Bad Lauchstädt",1
"474",156,3,3,NA,11.5,NA,0.8,NA,0,0,0,24,0,"2020 - 2021","Bad Lauchstädt",0
"475",157,3,3,5,3.5,100,0.5,8,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"476",158,3,2,14,2,115,0.4,13,2,19,0.7,24,1,"2020 - 2021","Bad Lauchstädt",1
"477",160,3,5,8,13,117,1,6,1,8.5,0.7,24,1,"2020 - 2021","Bad Lauchstädt",1
"478",160,3,6,8,9,117,0.9,6,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"479",162,3,2,5,6,60,0.6,6,0,0,0,24,1,"2020 - 2021","Bad Lauchstädt",0
"480",3397,1,NA,5,NA,125,NA,7,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"481",168,1,NA,NA,NA,NA,NA,NA,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"482",168,1,NA,NA,NA,NA,NA,NA,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"483",168,1,NA,NA,NA,NA,NA,NA,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"484",168,1,NA,NA,NA,NA,NA,NA,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"485",168,1,NA,NA,NA,NA,NA,NA,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"486",168,1,NA,NA,NA,NA,NA,NA,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
